"decisions","boarded","queued_at_end","mean_wait_days","p90_wait_days","mean_wait_critical","mean_wait_standard","sorties_scheduled","sorties_flown","cancellation_rate","role4_peak","role4_peak_day","role4_peak_after_end","hold_total_bed_days","hold_evac_bed_days","hold_recovery_bed_days","hold_post_definitive_bed_days","hold_post_op_bed_days","hold_unexplained_bed_days","hold_evac_share","ventilated_holds","ventilated_hold_hours","replication","setting","value","arm","scenario"
138,138,0,0.485276332760928,2,0.41823411536056,0.596153846153846,4,3,0.25,86,30,0,393.083560131662,55,242.171329267625,73.4601540545241,22.4520768095133,5.6843418860808e-14,0.139919359592596,12,22.6952916626204,8,"failure_probability",0.1,"reliability","moderate_intensity"
146,146,0,0.40575116455433,1.01333379733553,0.514757976487287,0.258064516129032,4,3,0.25,82,30,0,334.011906160744,49,203.57425196913,65.7652958559076,15.6723583357069,5.6843418860808e-14,0.146701357335504,10,20.0257604668931,9,"failure_probability",0.1,"reliability","moderate_intensity"
210,189,21,1.29145956280113,4,1.38542998960967,1.16616566038975,4,3,0.25,115,26,-4,650.971625762002,187.634115038432,303.215187687865,130.141052881761,29.9812701539439,1.13686837721616e-13,0.288237010052159,14,23.4990379878384,10,"failure_probability",0.1,"reliability","moderate_intensity"
187,184,3,0.816207080595958,3,0.91754443236784,0.643337480514513,4,4,0,114,28,-2,494.793389936553,118,244.352194449311,104.547680907593,27.8935145796496,1.13686837721616e-13,0.238483379931836,12,26.264258106602,11,"failure_probability",0.1,"reliability","moderate_intensity"
172,172,0,0.346095027069093,1.39234901087557,0.457294028557893,0.215189873417722,4,4,0,113,26,-4,341.79251541815,44,188.701549917676,87.8775068627808,21.2134586376931,0,0.128733070547699,13,23.8866075599484,12,"failure_probability",0.1,"reliability","moderate_intensity"
126,126,0,0.83036495860884,4,0.800360899787693,0.87037037037037,4,3,0.25,81,30,0,343.494727795503,92,183.442096599603,56.0170113186845,12.0356198772154,0,0.267835260792624,12,24.1698382511572,13,"failure_probability",0.1,"reliability","moderate_intensity"
143,143,0,0.712781225635355,2.37204484049799,0.75744742050391,0.634615384615385,4,4,0,92,26,-4,452.58903407844,63,296.538601538331,78.0009988881847,15.0494336519241,-5.6843418860808e-14,0.139199130461215,21,23.5724311031319,14,"failure_probability",0.1,"reliability","moderate_intensity"
151,151,0,0.382347764915781,1.92012301403547,0.39747154764079,0.347826086956522,4,3,0.25,108,30,0,326.133199307871,41,165.252085860611,89.8650768660194,30.0160365812407,5.6843418860808e-14,0.125715505465286,11,23.3757592981733,15,"failure_probability",0.1,"reliability","moderate_intensity"
206,203,3,1.31874161949884,4,1.61089800528821,0.712295788390584,4,4,0,136,30,0,591.195366257974,242.562147863264,201.170283665063,138.970153093286,32.0549294996255,-23.5621478632636,0.410291016654246,15,29.5708925563294,16,"failure_probability",0.1,"reliability","moderate_intensity"
167,163,4,3.83355343999837,10,4.30726127587586,3.1193477797523,4,3,0.25,108,30,0,711.216433894157,432,168.443009992451,82.9715323034087,27.8018915982979,-2.27373675443232e-13,0.607410036400101,9,46.4904949548766,17,"failure_probability",0.1,"reliability","moderate_intensity"
215,214,1,0.381374673117304,1.08858916263501,0.42430790360567,0.322222222222222,4,4,0,150,30,0,350.166427024891,66,135.413935216141,113.273463825233,35.4790279835172,-5.6843418860808e-14,0.188481804383001,12,25.218371645013,18,"failure_probability",0.1,"reliability","moderate_intensity"
155,155,0,0.521302159115218,2,0.653783168417836,0.32258064516129,4,4,0,97,30,0,321.944521682211,58,170.166210905788,73.3861874477938,20.3921233286293,0,0.180155263077442,15,29.4335043955877,19,"failure_probability",0.1,"reliability","moderate_intensity"
112,112,0,0.398216673829804,1.29142575457579,0.591048768193105,0.111111111111111,4,4,0,74,30,0,333.875573009047,30,250.24956841358,42.8992148509196,10.726789744548,5.6843418860808e-14,0.0898538330600995,12,25.2082287444535,20,"failure_probability",0.1,"reliability","moderate_intensity"
126,125,1,0.285780218850058,1,0.351612202056017,0.183673469387755,4,4,0,86,26,-4,319.707845104659,23,225.614441111462,54.4414782718113,16.651925721386,0,0.0719406806938715,12,23.9317770127042,21,"failure_probability",0.1,"reliability","moderate_intensity"
190,188,2,0.639651703629615,3,0.882224729364989,0.375516631162208,4,4,0,121,30,0,428.827014997689,100,214.718079319032,92.6901509996094,21.4187846790479,-5.6843418860808e-14,0.233194263660229,15,23.6527226201547,22,"failure_probability",0.1,"reliability","moderate_intensity"
128,128,0,0.597951587215474,3,0.628509794677812,0.543478260869565,4,4,0,82,30,0,377.398623251818,68,237.649839633986,56.7594432905902,14.9893403272414,0,0.180180837476525,7,24.4346291713231,23,"failure_probability",0.1,"reliability","moderate_intensity"
108,108,0,0.934307486418359,5,0.890849362048967,1,4,4,0,69,29,-1,314.615679062141,96,173.531936506677,35.8863436917668,9.19739886369653,0,0.30513418875427,5,23.5450009592776,24,"failure_probability",0.1,"reliability","moderate_intensity"
146,146,0,0.947011703148817,4,0.736601966072505,1.14619958758106,4,4,0,79,28,-2,383.147644400132,94,219.706010049815,57.902412661872,11.539221688445,0,0.245336233626516,10,24.2091694583904,25,"failure_probability",0.1,"reliability","moderate_intensity"
179,179,0,0.258343692052056,1.01080396193006,0.241948167018545,0.296296296296296,4,4,0,124,30,0,387.043641392871,22,204.817546229081,131.213934453211,29.012160710579,5.6843418860808e-14,0.0568411353325109,18,24.1481040112598,26,"failure_probability",0.1,"reliability","moderate_intensity"
116,116,0,2.57578568511018,9,3.24703758269953,1.43621851013292,4,3,0.25,79,26,-4,413.805037889872,272,93.1113951491865,38.8062008066726,9.88744193401304,0,0.657314375356611,4,19.9583291133037,27,"failure_probability",0.1,"reliability","moderate_intensity"
147,138,9,3.17028430229795,10,3.3388900348081,2.87353821308008,4,3,0.25,94,30,0,636.056140506715,302,247.48472013365,69.471529508766,17.0998908642994,0,0.474800856036719,10,35.5465986036108,28,"failure_probability",0.1,"reliability","moderate_intensity"
215,213,2,2.16878666007241,5,2.98631353161808,0.695086904786135,4,4,0,144,23,-7,673.241158416976,361,155.344441171591,124.466347032242,32.4303702131436,0,0.53621201776914,24,26.7756224953865,29,"failure_probability",0.1,"reliability","moderate_intensity"
170,170,0,0.539188238131328,2,0.303584163191344,0.884057971014493,4,4,0,110,28,-2,489.299756283582,78,288.676242280543,99.6026003288238,23.0209136742151,0,0.159411483448183,9,24.0769868688052,30,"failure_probability",0.1,"reliability","moderate_intensity"
191,188,3,1.16946193856685,3.01834358351138,1.39449191531667,0.806913642692138,4,4,0,111,28,-2,569.002992394444,145,283.227991219422,109.317280856506,31.4577203185166,-1.13686837721616e-13,0.254831700251381,21,25.6375000501156,31,"failure_probability",0.1,"reliability","moderate_intensity"
133,133,0,2.7527847093102,8,2.89519006386254,2.56863985428561,4,3,0.25,90,29,-1,527.264738211967,264,184.915749553679,64.0682033774624,14.2807852808252,1.13686837721616e-13,0.500697241570266,13,34.4667451570731,32,"failure_probability",0.1,"reliability","moderate_intensity"
114,81,33,17.4182893099342,25,18.2146469539723,16.9245475706307,4,1,0.75,81,30,0,802.982402886387,659,84.5111712497216,46.0300230964683,13.4412085401973,-1.13686837721616e-13,0.820690462992924,2,205.790258325346,33,"failure_probability",0.1,"reliability","moderate_intensity"
164,159,5,0.495950038482634,2,0.631706936869163,0.2,4,4,0,117,28,-2,446.879252264954,49,252.533652305279,120.467267551236,24.8783324084395,-5.6843418860808e-14,0.109649306276023,21,24.3431802263436,34,"failure_probability",0.1,"reliability","moderate_intensity"
179,179,0,1.15246011825286,4,1.06713371625204,1.2792646323374,4,4,0,111,30,0,527.615348444531,78,288.462940706994,130.148576524458,31.0038312130789,1.13686837721616e-13,0.147834971499508,14,95.0150951609907,35,"failure_probability",0.1,"reliability","moderate_intensity"
205,204,1,1.16166170882568,4,1.01446137368907,1.40444667716788,4,4,0,123,30,0,617.876077776374,149,306.625865570625,131.160724828038,31.0894873777098,0,0.241148679094722,17,29.4903081904695,36,"failure_probability",0.1,"reliability","moderate_intensity"
192,191,1,0.962204634358533,4,0.866979152745748,1.10948671258631,4,4,0,118,30,0,560.852226175854,150,277.900262578058,105.366193958394,27.5857696394026,1.13686837721616e-13,0.267450128570886,18,24.6745172128223,37,"failure_probability",0.1,"reliability","moderate_intensity"
166,164,2,0.792428864158013,4.77643425369382,0.722960997041639,0.885714285714286,4,4,0,102,29,-1,397.273049892255,113,188.129204409242,75.1693545552397,20.9744909277733,5.6843418860808e-14,0.284439128278767,12,23.3058579126392,38,"failure_probability",0.1,"reliability","moderate_intensity"
174,174,0,1.21912515285105,4.78526655210852,1.11227474857078,1.40277428520777,4,4,0,118,30,0,535.607528546547,142,266.542394628138,100.851738830873,26.2133950875362,0,0.265119499692879,19,45.9509404334311,39,"failure_probability",0.1,"reliability","moderate_intensity"
144,144,0,0.503728572514691,2,0.519211430526444,0.484375,4,4,0,92,30,0,313.784347001738,58,185.060404130649,55.8432061158661,14.8807367552234,0,0.184840322833818,13,24.4934138369744,40,"failure_probability",0.1,"reliability","moderate_intensity"
142,141,1,0.750819264808079,3,0.906500187792405,0.5,4,4,0,92,24,-6,320.382304553924,91,143.280575152516,68.9346241966861,17.1671052047224,5.6843418860808e-14,0.284035662102816,14,24.2975770047427,41,"failure_probability",0.1,"reliability","moderate_intensity"
160,159,1,0.53810094582794,3,0.473457069420026,0.626865671641791,4,4,0,98,30,0,351.806709892615,74,175.906544218845,78.627264887384,23.2729007863864,5.6843418860808e-14,0.210342776073224,10,24.5182108063722,42,"failure_probability",0.1,"reliability","moderate_intensity"
139,137,2,2.17408015593123,6,2.83082053401745,0.831410938510524,4,3,0.25,90,29,-1,610.412000528408,256,259.857900742974,79.3814640115272,15.172635773907,-1.13686837721616e-13,0.419388871415358,7,40.0609480009133,43,"failure_probability",0.1,"reliability","moderate_intensity"
139,138,1,0.313499974953224,1.04006136716896,0.216106008235528,0.402777777777778,4,3,0.25,76,29,-1,276.820849193439,37,178.77127539577,47.0236173183885,14.0259564792811,0,0.133660452627775,6,24.6912609224075,44,"failure_probability",0.1,"reliability","moderate_intensity"
195,195,0,0.773156444391228,2.95176193987036,1.17988022029991,0.108108108108108,4,4,0,122,30,0,466.380658423154,122,210.197474649917,108.282142341242,25.9010414319953,0,0.261588892670818,22,22.0196662672041,45,"failure_probability",0.1,"reliability","moderate_intensity"
166,165,1,0.78848316513525,4,0.789356336784763,0.787237611458739,4,4,0,116,26,-4,377.488608069978,102,177.900898697504,77.9663883157547,19.6213210567186,5.6843418860808e-14,0.270206829608727,17,22.9869613968279,46,"failure_probability",0.1,"reliability","moderate_intensity"
142,142,0,0.923837531311481,4,0.953259241167355,0.874431263817655,4,4,0,84,28,-2,457.912585552775,100,262.489995853203,79.0927041637438,16.3298855358284,0,0.218382292068439,13,24.6303725344734,47,"failure_probability",0.1,"reliability","moderate_intensity"
155,153,2,0.802265208578877,3,0.769479093771519,0.857483928254428,4,4,0,92,26,-4,460.444564691118,100,267.832791998634,73.9501753926609,18.6615972998223,-5.6843418860808e-14,0.217181410463784,6,25.537810060572,48,"failure_probability",0.1,"reliability","moderate_intensity"
151,151,0,0.453056132472158,1.95119832954168,0.663766772764726,0.158730158730159,4,3,0.25,90,26,-4,396.384016588473,48,259.528924549884,70.7450514046119,18.1100406339765,0,0.12109469098456,15,24.3071160509623,49,"failure_probability",0.1,"reliability","moderate_intensity"
147,147,0,0.379473710040549,1.01369488832858,0.479308859951333,0.25,4,4,0,91,26,-4,455.938844663757,31,334.703160652369,69.3484849433295,20.8871990680592,0,0.0679915746658122,14,22.9467103065079,50,"failure_probability",0.1,"reliability","moderate_intensity"
140,119,21,4.38829866487015,13.2,5.49864060178707,2.68734931469955,4,2,0.5,77,30,0,682.736559871664,366.582484854913,201.324295113394,90.254958167764,24.5748217355932,0,0.536931089385078,10,89.009472027726,1,"failure_probability",0.15,"reliability","moderate_intensity"
111,67,44,18.9110625403443,25.3533982838059,21.1028482590874,16.3657629959974,4,1,0.75,67,30,0,781.731751037166,703.515385953692,15.3030322692144,49.8340130320891,13.0793197821696,1.13686837721616e-13,0.899944750894793,4,126.689896532731,2,"failure_probability",0.15,"reliability","moderate_intensity"
176,164,12,1.95630638627683,5,2.34874907072439,1.31067487315342,4,3,0.25,107,30,0,601.49884525836,258,213.19982987197,106.685567780328,23.6134476060622,0,0.428928504242069,11,37.8806018134227,3,"failure_probability",0.15,"reliability","moderate_intensity"
246,204,42,5.74729974737274,12,4.92485727061066,6.67254753373009,4,3,0.25,155,30,0,834.614810952432,413.732158242386,167.959979083225,199.919924890823,53.0027487359975,-1.13686837721616e-13,0.495716290692529,9,153.935759885376,4,"failure_probability",0.15,"reliability","moderate_intensity"
178,177,1,1.75051368313542,5,2.13404203876594,0.921818486148039,4,4,0,123,25,-5,551.513846862995,252,150.99328796106,119.28882251555,29.2317363863847,0,0.456924157812852,20,33.5826995552521,5,"failure_probability",0.15,"reliability","moderate_intensity"
150,150,0,1.27346080218168,5,1.36294274140987,1.1315239330611,4,3,0.25,107,30,0,514.33981836443,124,289.482773317661,73.9696115949016,26.8874334518681,0,0.241085748317742,16,22.1826896247419,6,"failure_probability",0.15,"reliability","moderate_intensity"
112,112,0,0.891267997242037,4,1.14462320805095,0.588235294117647,4,3,0.25,62,29,-1,235.016810838707,95,94.3351838395422,37.083260864818,8.59836613434637,-2.8421709430404e-14,0.404226402617637,4,25.5261239671014,7,"failure_probability",0.15,"reliability","moderate_intensity"
138,138,0,0.485276332760928,2,0.41823411536056,0.596153846153846,4,3,0.25,86,30,0,393.083560131662,55,242.171329267625,73.4601540545241,22.4520768095133,5.6843418860808e-14,0.139919359592596,12,22.6952916626204,8,"failure_probability",0.15,"reliability","moderate_intensity"
146,146,0,0.40575116455433,1.01333379733553,0.514757976487287,0.258064516129032,4,3,0.25,82,30,0,334.011906160744,49,203.57425196913,65.7652958559076,15.6723583357069,5.6843418860808e-14,0.146701357335504,10,20.0257604668931,9,"failure_probability",0.15,"reliability","moderate_intensity"
210,189,21,1.29145956280113,4,1.38542998960967,1.16616566038975,4,3,0.25,115,26,-4,650.971625762002,187.634115038432,303.215187687865,130.141052881761,29.9812701539439,1.13686837721616e-13,0.288237010052159,14,23.4990379878384,10,"failure_probability",0.15,"reliability","moderate_intensity"
187,184,3,0.816207080595958,3,0.91754443236784,0.643337480514513,4,4,0,114,28,-2,494.793389936553,118,244.352194449311,104.547680907593,27.8935145796496,1.13686837721616e-13,0.238483379931836,12,26.264258106602,11,"failure_probability",0.15,"reliability","moderate_intensity"
172,172,0,0.346095027069093,1.39234901087557,0.457294028557893,0.215189873417722,4,4,0,113,26,-4,341.79251541815,44,188.701549917676,87.8775068627808,21.2134586376931,0,0.128733070547699,13,23.8866075599484,12,"failure_probability",0.15,"reliability","moderate_intensity"
126,126,0,0.83036495860884,4,0.800360899787693,0.87037037037037,4,3,0.25,81,30,0,343.494727795503,92,183.442096599603,56.0170113186845,12.0356198772154,0,0.267835260792624,12,24.1698382511572,13,"failure_probability",0.15,"reliability","moderate_intensity"
143,143,0,0.712781225635355,2.37204484049799,0.75744742050391,0.634615384615385,4,4,0,92,26,-4,452.58903407844,63,296.538601538331,78.0009988881847,15.0494336519241,-5.6843418860808e-14,0.139199130461215,21,23.5724311031319,14,"failure_probability",0.15,"reliability","moderate_intensity"
151,151,0,0.382347764915781,1.92012301403547,0.39747154764079,0.347826086956522,4,3,0.25,108,30,0,326.133199307871,41,165.252085860611,89.8650768660194,30.0160365812407,5.6843418860808e-14,0.125715505465286,11,23.3757592981733,15,"failure_probability",0.15,"reliability","moderate_intensity"
186,178,8,3.07716895493251,8.01004182437706,3.9018089526389,1.94466335808238,4,3,0.25,110,30,0,680.148738467155,389.562147863264,180.079075064569,111.708840878861,22.3608225237238,-23.5621478632637,0.572760229977367,14,65.6178002406165,16,"failure_probability",0.15,"reliability","moderate_intensity"
152,129,23,8.87109996191923,18,9.46402182682609,8.12214602730003,4,2,0.5,107,29,-1,800.511242279811,577.328706986899,124.068423334193,77.7334570307618,21.3806549279573,1.13686837721616e-13,0.721199998819128,6,130.225434673303,17,"failure_probability",0.15,"reliability","moderate_intensity"
215,214,1,0.381374673117304,1.08858916263501,0.42430790360567,0.322222222222222,4,4,0,150,30,0,350.166427024891,66,135.413935216141,113.273463825233,35.4790279835172,-5.6843418860808e-14,0.188481804383001,12,25.218371645013,18,"failure_probability",0.15,"reliability","moderate_intensity"
155,155,0,0.521302159115218,2,0.653783168417836,0.32258064516129,4,4,0,97,30,0,321.944521682211,58,170.166210905788,73.3861874477938,20.3921233286293,0,0.180155263077442,15,29.4335043955877,19,"failure_probability",0.15,"reliability","moderate_intensity"
112,112,0,0.398216673829804,1.29142575457579,0.591048768193105,0.111111111111111,4,4,0,74,30,0,333.875573009047,30,250.24956841358,42.8992148509196,10.726789744548,5.6843418860808e-14,0.0898538330600995,12,25.2082287444535,20,"failure_probability",0.15,"reliability","moderate_intensity"
126,125,1,0.285780218850058,1,0.351612202056017,0.183673469387755,4,3,0.25,86,26,-4,319.707845104659,23,225.614441111462,54.4414782718113,16.651925721386,0,0.0719406806938715,12,23.9317770127042,21,"failure_probability",0.15,"reliability","moderate_intensity"
165,126,39,3.89074116332343,11,4.38207247048686,3.23563275377218,4,2,0.5,103,25,-5,771.277270696298,471.911674018311,182.687984757684,91.9057755513853,24.7718363689183,0,0.611857359146958,10,29.7664535461574,22,"failure_probability",0.15,"reliability","moderate_intensity"
128,128,0,0.597951587215474,3,0.628509794677812,0.543478260869565,4,3,0.25,82,30,0,377.398623251818,68,237.649839633986,56.7594432905902,14.9893403272414,0,0.180180837476525,7,24.4346291713231,23,"failure_probability",0.15,"reliability","moderate_intensity"
108,108,0,0.934307486418359,5,0.890849362048967,1,4,4,0,69,29,-1,314.615679062141,96,173.531936506677,35.8863436917668,9.19739886369653,0,0.30513418875427,5,23.5450009592776,24,"failure_probability",0.15,"reliability","moderate_intensity"
146,146,0,0.947011703148817,4,0.736601966072505,1.14619958758106,4,4,0,79,28,-2,383.147644400132,94,219.706010049815,57.902412661872,11.539221688445,0,0.245336233626516,10,24.2091694583904,25,"failure_probability",0.15,"reliability","moderate_intensity"
179,179,0,0.258343692052056,1.01080396193006,0.241948167018545,0.296296296296296,4,4,0,124,30,0,387.043641392871,22,204.817546229081,131.213934453211,29.012160710579,5.6843418860808e-14,0.0568411353325109,18,24.1481040112598,26,"failure_probability",0.15,"reliability","moderate_intensity"
116,116,0,2.57578568511018,9,3.24703758269953,1.43621851013292,4,3,0.25,79,26,-4,413.805037889872,272,93.1113951491865,38.8062008066726,9.88744193401304,0,0.657314375356611,4,19.9583291133037,27,"failure_probability",0.15,"reliability","moderate_intensity"
147,138,9,3.17028430229795,10,3.3388900348081,2.87353821308008,4,3,0.25,94,30,0,636.056140506715,302,247.48472013365,69.471529508766,17.0998908642994,0,0.474800856036719,10,35.5465986036108,28,"failure_probability",0.15,"reliability","moderate_intensity"
215,213,2,2.16878666007241,5,2.98631353161808,0.695086904786135,4,4,0,144,23,-7,673.241158416976,361,155.344441171591,124.466347032242,32.4303702131436,0,0.53621201776914,24,26.7756224953865,29,"failure_probability",0.15,"reliability","moderate_intensity"
180,176,4,1.24573318235268,5,1.32216713998461,1.14516218546857,4,3,0.25,110,30,0,576.119278535423,170,267.188882769043,110.562304543324,28.3680912230564,0,0.295077783948081,8,28.3838957961127,30,"failure_probability",0.15,"reliability","moderate_intensity"
191,188,3,1.16946193856685,3.01834358351138,1.39449191531667,0.806913642692138,4,4,0,111,28,-2,569.002992394444,145,283.227991219422,109.317280856506,31.4577203185166,-1.13686837721616e-13,0.254831700251381,21,25.6375000501156,31,"failure_probability",0.15,"reliability","moderate_intensity"
133,133,0,2.7527847093102,8,2.89519006386254,2.56863985428561,4,3,0.25,90,29,-1,527.264738211967,264,184.915749553679,64.0682033774624,14.2807852808252,1.13686837721616e-13,0.500697241570266,13,34.4667451570731,32,"failure_probability",0.15,"reliability","moderate_intensity"
114,81,33,17.4182893099342,25,18.2146469539723,16.9245475706307,4,1,0.75,81,30,0,802.982402886387,659,84.5111712497216,46.0300230964683,13.4412085401973,-1.13686837721616e-13,0.820690462992924,2,205.790258325346,33,"failure_probability",0.15,"reliability","moderate_intensity"
164,159,5,0.495950038482634,2,0.631706936869163,0.2,4,4,0,117,28,-2,446.879252264954,49,252.533652305279,120.467267551236,24.8783324084395,-5.6843418860808e-14,0.109649306276023,21,24.3431802263436,34,"failure_probability",0.15,"reliability","moderate_intensity"
179,179,0,1.15246011825286,4,1.06713371625204,1.2792646323374,4,4,0,111,30,0,527.615348444531,78,288.462940706994,130.148576524458,31.0038312130789,1.13686837721616e-13,0.147834971499508,14,95.0150951609907,35,"failure_probability",0.15,"reliability","moderate_intensity"
205,204,1,1.16166170882568,4,1.01446137368907,1.40444667716788,4,4,0,123,30,0,617.876077776374,149,306.625865570625,131.160724828038,31.0894873777098,0,0.241148679094722,17,29.4903081904695,36,"failure_probability",0.15,"reliability","moderate_intensity"
145,123,22,6.12113741490422,12.9859484137263,6.49966757630595,5.58674189292531,4,2,0.5,89,30,0,807.06456972394,497.482503401044,188.231408784792,89.759695412162,31.5909621259422,0,0.616409791810351,12,120.207491655374,37,"failure_probability",0.15,"reliability","moderate_intensity"
143,143,0,3.46407721518387,12,3.61085244366769,3.24262687045389,4,3,0.25,93,30,0,639.112559465231,396,151.806844881739,69.2020971302389,22.1036174532527,0,0.619609166077643,11,33.6806394024066,38,"failure_probability",0.15,"reliability","moderate_intensity"
174,174,0,1.21912515285105,4.78526655210852,1.11227474857078,1.40277428520777,4,4,0,118,30,0,535.607528546547,142,266.542394628138,100.851738830873,26.2133950875362,0,0.265119499692879,19,45.9509404334311,39,"failure_probability",0.15,"reliability","moderate_intensity"
144,144,0,0.503728572514691,2,0.519211430526444,0.484375,4,4,0,92,30,0,313.784347001738,58,185.060404130649,55.8432061158661,14.8807367552234,0,0.184840322833818,13,24.4934138369744,40,"failure_probability",0.15,"reliability","moderate_intensity"
142,141,1,0.750819264808079,3,0.906500187792405,0.5,4,4,0,92,24,-6,320.382304553924,91,143.280575152516,68.9346241966861,17.1671052047224,5.6843418860808e-14,0.284035662102816,14,24.2975770047427,41,"failure_probability",0.15,"reliability","moderate_intensity"
160,159,1,0.53810094582794,3,0.473457069420026,0.626865671641791,4,4,0,98,30,0,351.806709892615,74,175.906544218845,78.627264887384,23.2729007863864,5.6843418860808e-14,0.210342776073224,10,24.5182108063722,42,"failure_probability",0.15,"reliability","moderate_intensity"
139,137,2,2.17408015593123,6,2.83082053401745,0.831410938510524,4,3,0.25,90,29,-1,610.412000528408,256,259.857900742974,79.3814640115272,15.172635773907,-1.13686837721616e-13,0.419388871415358,7,40.0609480009133,43,"failure_probability",0.15,"reliability","moderate_intensity"
139,138,1,0.313499974953224,1.04006136716896,0.216106008235528,0.402777777777778,4,3,0.25,76,29,-1,276.820849193439,37,178.77127539577,47.0236173183885,14.0259564792811,0,0.133660452627775,6,24.6912609224075,44,"failure_probability",0.15,"reliability","moderate_intensity"
195,195,0,0.773156444391228,2.95176193987036,1.17988022029991,0.108108108108108,4,4,0,122,30,0,466.380658423154,122,210.197474649917,108.282142341242,25.9010414319953,0,0.261588892670818,22,22.0196662672041,45,"failure_probability",0.15,"reliability","moderate_intensity"
166,165,1,0.78848316513525,4,0.789356336784763,0.787237611458739,4,4,0,116,26,-4,377.488608069978,102,177.900898697504,77.9663883157547,19.6213210567186,5.6843418860808e-14,0.270206829608727,17,22.9869613968279,46,"failure_probability",0.15,"reliability","moderate_intensity"
138,138,0,2.47227058947566,7,3.01563378968887,1.57363145066149,4,3,0.25,85,29,-1,565.321325884222,233,243.295665219162,67.0510361652254,21.9746244998348,1.13686837721616e-13,0.41215498041855,13,48.8256628244587,47,"failure_probability",0.15,"reliability","moderate_intensity"
155,153,2,0.802265208578877,3,0.769479093771519,0.857483928254428,4,4,0,92,26,-4,460.444564691118,100,267.832791998634,73.9501753926609,18.6615972998223,-5.6843418860808e-14,0.217181410463784,6,25.537810060572,48,"failure_probability",0.15,"reliability","moderate_intensity"
151,151,0,0.453056132472158,1.95119832954168,0.663766772764726,0.158730158730159,4,3,0.25,90,26,-4,396.384016588473,48,259.528924549884,70.7450514046119,18.1100406339765,0,0.12109469098456,15,24.3071160509623,49,"failure_probability",0.15,"reliability","moderate_intensity"
147,147,0,0.379473710040549,1.01369488832858,0.479308859951333,0.25,4,4,0,91,26,-4,455.938844663757,31,334.703160652369,69.3484849433295,20.8871990680592,0,0.0679915746658122,14,22.9467103065079,50,"failure_probability",0.15,"reliability","moderate_intensity"
124,124,0,3.0087536265778,11,2.1341056170942,4.07082620952218,4,3,0.25,92,30,0,563.341929036618,235,242.854906533538,70.7806926005253,14.7063299025539,0,0.417153398118046,17,36.1125474390951,1,"failure_probability",0.25,"reliability","moderate_intensity"
111,67,44,18.9110625403443,25.3533982838059,21.1028482590874,16.3657629959974,4,1,0.75,67,30,0,781.731751037166,703.515385953692,15.3030322692144,49.8340130320891,13.0793197821696,1.13686837721616e-13,0.899944750894793,4,126.689896532731,2,"failure_probability",0.25,"reliability","moderate_intensity"
176,164,12,1.95630638627683,5,2.34874907072439,1.31067487315342,4,3,0.25,107,30,0,601.49884525836,258,213.19982987197,106.685567780328,23.6134476060622,0,0.428928504242069,11,37.8806018134227,3,"failure_probability",0.25,"reliability","moderate_intensity"
200,118,82,11.862492019143,19,10.5647058865747,12.5796896187203,4,2,0.5,99,30,0,836.103614108997,501,114.34645645237,165.111452129937,55.6457055266889,0,0.599208030614598,5,289.513723922014,4,"failure_probability",0.25,"reliability","moderate_intensity"
178,177,1,1.75051368313542,5,2.13404203876594,0.921818486148039,4,4,0,123,25,-5,551.513846862995,252,150.99328796106,119.28882251555,29.2317363863847,0,0.456924157812852,20,33.5826995552521,5,"failure_probability",0.25,"reliability","moderate_intensity"
150,150,0,1.27346080218168,5,1.36294274140987,1.1315239330611,4,3,0.25,107,30,0,514.33981836443,124,289.482773317661,73.9696115949016,26.8874334518681,0,0.241085748317742,16,22.1826896247419,6,"failure_probability",0.25,"reliability","moderate_intensity"
112,112,0,0.891267997242037,4,1.14462320805095,0.588235294117647,4,2,0.5,62,29,-1,235.016810838707,95,94.3351838395422,37.083260864818,8.59836613434637,-2.8421709430404e-14,0.404226402617637,4,25.5261239671014,7,"failure_probability",0.25,"reliability","moderate_intensity"
140,125,15,0.479745071368065,2,0.402335193347335,0.584905660377358,4,2,0.5,76,25,-5,406.958260634055,69.5343260290193,241.634468935213,74.1692565230105,21.6202091468119,-5.6843418860808e-14,0.17086353259099,12,22.6952916626204,8,"failure_probability",0.25,"reliability","moderate_intensity"
177,165,12,3.12362573402251,8,3.5421090703216,2.47980521663929,4,3,0.25,116,30,0,684.817331743402,364,181.90071980214,107.806506266307,31.110105674955,0,0.531528603508518,19,41.2290904966103,9,"failure_probability",0.25,"reliability","moderate_intensity"
210,189,21,1.29145956280113,4,1.38542998960967,1.16616566038975,4,3,0.25,115,26,-4,650.971625762002,187.634115038432,303.215187687865,130.141052881761,29.9812701539439,1.13686837721616e-13,0.288237010052159,14,23.4990379878384,10,"failure_probability",0.25,"reliability","moderate_intensity"
187,184,3,0.816207080595958,3,0.91754443236784,0.643337480514513,4,4,0,114,28,-2,494.793389936553,118,244.352194449311,104.547680907593,27.8935145796496,1.13686837721616e-13,0.238483379931836,12,26.264258106602,11,"failure_probability",0.25,"reliability","moderate_intensity"
172,172,0,0.346095027069093,1.39234901087557,0.457294028557893,0.215189873417722,4,4,0,113,26,-4,341.79251541815,44,188.701549917676,87.8775068627808,21.2134586376931,0,0.128733070547699,13,23.8866075599484,12,"failure_probability",0.25,"reliability","moderate_intensity"
