"policy_days","hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","hold_beds"
15,0.306429466418898,0,0.900719411451987,3.43728218146124,2061,17,2821,0.04324707550514,0.268911917098446,2713,1,0.360769519586505,109.530769230769,200,10.5923945227321,196,1203,23109.5895282625,26,NA
15,0.301242923405993,0,0.850811738408268,0.445467495942011,1868,10,2412,0.0456053067993367,0.37122969837587,2309,0,0.195137965869691,77.7984496124031,171,0.959374367877349,75,1017,8237.92002615504,27,NA
15,0.27809056364053,0,0.877405459394433,0.697568476327922,1975,20,2676,0.047085201793722,0.278636121470432,2560,2,0.630567458443055,106.531746031746,179,3.30961160805119,164,1205,19457.2156935507,28,NA
15,0.239354707825562,0,0.861365485609091,0.404766047428963,1994,11,2780,0.0431654676258993,0.267460747157553,2674,3,1.12230958585871,90.2520325203252,182,1.48554937082978,206,1215,24237.60591616,29,NA
15,0.207771695775912,0,0.84088041624333,0.274185659721096,1948,13,2346,0.0477408354646206,0.373479318734793,2241,0,0.265968910733162,79.6694214876033,175,0.571512273293221,85,893,9558.93926084748,30,NA
21,0.439668171132574,0,0.85406008512789,0.39119664715621,2152,18,2581,0.101511042231693,0.339920948616601,2336,0,0.242028687304533,81.9354838709677,176,1.03364816018011,121,1106,13836.8787918873,1,NA
21,0.414967069897488,0,0.798683744855795,0.148734670325737,2062,17,2350,0.114893617021277,0.373341375150784,2105,0,0.228081861050255,71.4117647058823,174,0.463705714970656,90,919,10608.3817186746,2,NA
21,0.567640568866764,0.723684684075139,0.89201135324317,1.24790982824076,2084,15,2614,0.105202754399388,0.296727676095397,2363,0,0.367726887143046,102.530769230769,165,3.70073679922183,199,1192,22414.5364852769,3,NA
21,0.533776002759106,0,0.836573837803466,0.449594551197675,2134,19,2687,0.106066244882769,0.259820426487093,2438,0,1.61629357703934,78.0692307692308,195,1.69976158837384,216,1188,25138.0195299672,4,NA
21,0.447512735513665,0,0.809297169560338,0.361868569346557,2088,20,2515,0.104970178926441,0.31100757134537,2273,0,0.48472597103366,70.9615384615385,200,1.12746512193642,155,1060,17324.0704170021,5,NA
21,0.483900666500855,0,0.865509371047593,0.688997884332024,2015,18,2323,0.105467068445975,0.346085932901707,2095,3,0.257856698445793,93.4214876033058,147,2.04057828205452,99,1046,10665.781513742,6,NA
21,0.642642484841316,1.47791753863551,0.836153223497899,0.432103231188159,2061,16,2388,0.123534338358459,0.343975903614458,2105,0,0.458884507103487,80.7651515151515,190,1.76512269943655,94,923,10685.1859718593,7,NA
21,0.48059789231617,0,0.861584798767622,0.679961290880158,2296,19,2715,0.104235727440147,0.303561935140883,2451,1,0.236572534186845,104.007874015748,169,3.93022562359591,157,1208,18227.9090537598,8,NA
21,0.540984393098442,0,0.901446608090637,0.819551631913637,2146,17,2508,0.106858054226475,0.339154929577465,2253,11,0.234237498266724,103.889763779528,176,3.52320360228565,114,1071,12555.5991481668,9,NA
21,0.467747434388189,0,0.886900606751176,0.60335324853983,2186,18,2812,0.112019914651494,0.240526315789474,2533,1,1.18387952802252,97.8861788617886,194,2.2668218700583,199,1167,23094.2225004776,10,NA
21,0.483871240859881,0,0.908563247177999,0.830261876028335,2021,16,2540,0.0988188976377953,0.298206278026906,2313,4,0.639471623262969,105.484375,187,3.22384943999005,147,1196,17515.9992607977,11,NA
21,0.434721355786751,0,0.871442059892685,0.382469475995984,2114,12,2570,0.109338521400778,0.333696243875885,2313,0,0.243704339399706,84.3409090909091,165,1.19265558267473,94,1139,10885.9215169945,12,NA
21,0.475554412444378,0,0.907168265050994,0.930012680905232,2190,16,2715,0.114548802946593,0.272630457933972,2431,1,0.563464195646355,106.18253968254,172,3.82222200488139,161,1330,18798.6506724663,13,NA
21,0.441540650919055,0.602081143377639,0.862304562485066,0.515158906437365,2094,17,2597,0.100885637273777,0.275287356321839,2356,0,1.05727970422899,84.491935483871,220,2.1703063666985,203,1289,22515.7506082169,14,NA
21,0.506206154963469,0,0.864288384369044,0.686285869213247,2148,13,2554,0.120986687548943,0.348219332956473,2276,12,0.246498705681666,89.0551181102362,165,2.87791247804154,118,1009,12010.5502293328,15,NA
21,0.567185819834466,0.0725850089685012,0.875223201136789,0.561917452651733,2111,11,2502,0.113109512390088,0.330840046029919,2244,0,0.334374541793158,100.809523809524,204,2.14134978839626,148,1117,16997.039143097,16,NA
21,0.560076893261537,0,0.890398188073856,1.14130177095364,2084,12,2658,0.104589917231001,0.308929561841375,2399,0,0.25949027743494,106.776923076923,188,4.58080373245991,162,1214,18278.9034045998,17,NA
21,0.533863532050049,0.258445488856715,0.870038287705535,0.53666079309205,2184,15,2524,0.112916006339144,0.340604026845638,2255,4,0.309681333658914,96.0327868852459,190,1.90110460347319,118,1160,12456.0656478176,18,NA
21,0.59507368782457,0.706531056766284,0.885651068959787,0.700070885401914,2114,11,2609,0.113836719049444,0.332958380202475,2337,0,0.307070708171137,100.754098360656,182,2.71229390696486,146,1059,15821.6487945044,19,NA
21,0.563468903326167,0.171233069861756,0.879580179914512,0.770752843297895,2171,16,2589,0.112398609501738,0.334084507042254,2313,1,0.271504296360952,100.161290322581,193,2.38852158148019,111,978,12861.4110401941,20,NA
21,0.527910103695494,0,0.85365400651755,1.30247923013277,2125,7,2514,0.118138424821002,0.346242774566474,2241,0,0.294970799398039,88.952,181,3.14737738728932,146,1089,16998.1505277991,21,NA
21,0.443378215388494,0.184539400176111,0.864071081178186,0.469700462544874,2084,14,2414,0.104805302402651,0.369487485101311,2182,0,0.35080858922978,90.712,191,1.62253362462688,131,1116,15251.8693040036,22,NA
21,0.496363378579379,0.246183013671177,0.831273114264259,0.265355401836842,1978,10,2190,0.131963470319635,0.439763001974984,1914,0,0.160043787930043,77.1074380165289,136,1.29976661380745,22,758,2366.66413221785,23,NA
21,0.629911755954233,0.653979186619162,0.858937359084907,0.347203584165374,2224,11,2655,0.11939736346516,0.314109742441209,2355,0,0.451640553075229,92.0731707317073,220,1.69418939831115,197,1269,23262.9690501218,24,NA
21,0.472254699606529,0,0.871877839602071,0.386688979982228,2063,17,2439,0.105371053710537,0.37989479836353,2198,1,0.208035310668911,89.4961240310078,162,0.963580085490681,82,907,9727.01011815737,25,NA
21,0.706231736935923,1.11005061005443,0.939684683068745,3.222877209317,2205,23,2767,0.111311890133719,0.283761618370694,2484,8,0.427721484015856,113.356589147287,214,5.19430880762061,189,1199,21415.7297525508,26,NA
21,0.547305917324059,0,0.889664979570942,1.12762785876684,2062,15,2566,0.116913484021824,0.348327566320646,2295,0,0.250047454280423,98.5725806451613,167,3.50617519767775,127,986,14417.7715675196,27,NA
21,0.534404436180388,0,0.886930733937255,0.837820960502413,2218,17,2802,0.113133476088508,0.256819351518271,2509,2,0.701256616158932,96.1,183,2.40863729554985,173,1250,20497.5720770662,28,NA
21,0.494914436739776,0.0923679821665307,0.900452548361366,0.640190772212573,2053,17,2302,0.105560382276281,0.405319822672578,2077,2,0.219385911459964,102.967741935484,165,1.55927389243049,60,739,6771.23591030671,29,NA
21,0.521627453279845,0.0737582569680555,0.876960196645428,0.886030945861597,2098,15,2744,0.108236151603499,0.23464305478694,2471,0,1.11393512639342,94.755905511811,190,1.70196060061463,250,1230,29241.4399006039,30,NA
30,1,550.639915769182,1,114.044715466911,2231,19,2038,0.265456329735034,0.0305591677503251,1531,321,29.7492059928635,58.6456692913386,91,1.31658808745679,35,597,290.542652520527,1,NA
